country,iso3,year,life_exp,health_ppp
Australia,AUS,1962,71,NA
Australia,AUS,1967,70.8,NA
Australia,AUS,1971,NA,999.418
Australia,AUS,1972,NA,1027.184
Australia,AUS,1973,NA,1079.525
Australia,AUS,1974,NA,1198.884
Australia,AUS,1975,NA,1350.571
Australia,AUS,1976,72.8,1387.429
Australia,AUS,1977,NA,1444.007
Australia,AUS,1978,NA,1450.709
Australia,AUS,1979,NA,1451.789
Australia,AUS,1980,NA,1475.326
Australia,AUS,1981,74.8,1526.652
Australia,AUS,1982,74.6,1525.572
Australia,AUS,1983,75.4,1571.565
Australia,AUS,1984,75.7,1605.599
Australia,AUS,1985,75.5,1649.332
Australia,AUS,1986,76,1706.089
Australia,AUS,1987,76.2,1740.898
Australia,AUS,1988,76.2,1809.316
Australia,AUS,1989,76.4,1849.818
Australia,AUS,1990,76.9,1882.898
Australia,AUS,1991,77.3,1927.342
Australia,AUS,1992,77.4,1984.339
Australia,AUS,1993,77.9,2036.285
Australia,AUS,1994,77.9,2113.493
Australia,AUS,1995,77.8,2187.216
Australia,AUS,1996,78.1,2286.832
Australia,AUS,1997,78.4,2367.27
Australia,AUS,1998,78.6,2493.849
Australia,AUS,1999,78.9,2610.73
Australia,AUS,2000,79.2,2734.148
Australia,AUS,2001,79.6,2848.25
Australia,AUS,2002,79.9,2980.659
Australia,AUS,2003,80.2,3123.226
Australia,AUS,2004,80.5,3325.179
Australia,AUS,2005,80.8,3385.542
Australia,AUS,2006,81,3513.167
Australia,AUS,2007,81.3,3650.041
Australia,AUS,2008,81.4,3797.941
Australia,AUS,2009,81.5,3878.347
Australia,AUS,2010,81.7,4002.601
Australia,AUS,2011,81.9,4131.516
Australia,AUS,2012,82,4130.635
Australia,AUS,2013,82.1,4174.57
Australia,AUS,2014,82.3,4634.114
Australia,AUS,2015,82.4,4776.158
Australia,AUS,2016,82.4,4901.922
Australia,AUS,2017,82.5,4994.494
Australia,AUS,2018,82.7,5073.085
Australia,AUS,2019,82.9,5081.171
Australia,AUS,2020,83.2,5442.839
Australia,AUS,2021,83.3,5763.229
Australia,AUS,2022,83.2,5546.995
Austria,AUT,1960,68.7,NA
Austria,AUT,1961,69.7,NA
Austria,AUT,1962,69.4,NA
Austria,AUT,1963,69.6,NA
Austria,AUT,1964,70,NA
Austria,AUT,1965,69.8,NA
Austria,AUT,1966,70.2,NA
Austria,AUT,1967,70,NA
Austria,AUT,1968,70.2,NA
Austria,AUT,1969,69.9,NA
Austria,AUT,1970,70.1,968.116
Austria,AUT,1971,70.3,1010.34
Austria,AUT,1972,70.7,1077.016
Austria,AUT,1973,71.2,1160.894
Austria,AUT,1974,71.2,1255.338
Austria,AUT,1975,71.4,1583.249
Austria,AUT,1976,71.8,1703.393
Austria,AUT,1977,72.2,1769.085
Austria,AUT,1978,72.3,1858.553
Austria,AUT,1979,72.6,1952.923
Austria,AUT,1980,72.7,2007.86
Austria,AUT,1981,73,1709.473
Austria,AUT,1982,73.2,1727.029
Austria,AUT,1983,73.3,1732.642
Austria,AUT,1984,73.9,1743.721
Austria,AUT,1985,74.1,1811.867
Austria,AUT,1986,74.5,1901.259
Austria,AUT,1987,75,2034.801
Austria,AUT,1988,75.5,2096.17
Austria,AUT,1989,75.6,2220.363
Austria,AUT,1990,75.8,2709.38
Austria,AUT,1991,75.9,2802.374
Austria,AUT,1992,76.1,2935.349
Austria,AUT,1993,76.3,3103.495
Austria,AUT,1994,76.7,3314.695
Austria,AUT,1995,76.9,3356.609
Austria,AUT,1996,77.1,3397.157
Austria,AUT,1997,77.5,3496.897
Austria,AUT,1998,77.9,3686.417
Austria,AUT,1999,78.1,3865.454
Austria,AUT,2000,78.3,3922.568
Austria,AUT,2001,78.8,3968.92
Austria,AUT,2002,78.9,4070.951
Austria,AUT,2003,78.8,4145.746
Austria,AUT,2004,79.3,4302.948
Austria,AUT,2005,79.5,4342.733
Austria,AUT,2006,80.1,4417.78
Austria,AUT,2007,80.3,4558.764
Austria,AUT,2008,80.6,4691.865
Austria,AUT,2009,80.5,4792.704
Austria,AUT,2010,80.7,4825.099
Austria,AUT,2011,81.1,4803.804
Austria,AUT,2012,81.1,4881.975
Austria,AUT,2013,81.3,4878.745
Austria,AUT,2014,81.6,4922.505
Austria,AUT,2015,81.3,4951.066
Austria,AUT,2016,81.8,4992.715
Austria,AUT,2017,81.7,5050.25
Austria,AUT,2018,81.8,5118.006
Austria,AUT,2019,82,5224.7
Austria,AUT,2020,81.3,5262.412
Austria,AUT,2021,81.3,5869.34
Austria,AUT,2022,81.4,5518.808
Austria,AUT,2023,81.6,5343.133
Belgium,BEL,1960,69.7,NA
Belgium,BEL,1961,70.5,NA
Belgium,BEL,1962,70.3,NA
Belgium,BEL,1963,70.1,NA
Belgium,BEL,1964,70.8,NA
Belgium,BEL,1965,70.7,NA
Belgium,BEL,1966,70.7,NA
Belgium,BEL,1967,71,NA
Belgium,BEL,1968,70.7,NA
Belgium,BEL,1969,70.8,NA
Belgium,BEL,1970,71,855.881
Belgium,BEL,1971,71.1,902.114
Belgium,BEL,1972,71.4,982.797
Belgium,BEL,1973,71.7,1122.671
Belgium,BEL,1974,72,1169.414
Belgium,BEL,1975,72,1405.755
Belgium,BEL,1976,72.2,1528.036
Belgium,BEL,1977,72.8,1663.788
Belgium,BEL,1978,72.8,1753.964
Belgium,BEL,1979,73.3,1803.781
Belgium,BEL,1980,73.3,1714.91
Belgium,BEL,1981,73.7,1776.236
Belgium,BEL,1982,74,1864.629
Belgium,BEL,1983,73.9,1895.734
Belgium,BEL,1984,74.5,1887.355
Belgium,BEL,1985,74.6,1939.583
Belgium,BEL,1986,74.8,2070.042
Belgium,BEL,1987,75.4,2142.571
Belgium,BEL,1988,75.7,2272.191
Belgium,BEL,1989,75.7,2355.66
Belgium,BEL,1990,76.2,2438.815
Belgium,BEL,1991,76.3,2573.594
Belgium,BEL,1992,76.5,2689.026
Belgium,BEL,1993,76.5,2722.924
Belgium,BEL,1994,76.8,2730.965
Belgium,BEL,1995,77,2755.047
Belgium,BEL,1996,77.3,2878.677
Belgium,BEL,1997,77.5,2916.808
Belgium,BEL,1998,77.6,3027.212
Belgium,BEL,1999,77.7,3179.718
Belgium,BEL,2000,77.9,3264.101
Belgium,BEL,2001,78.1,3338.824
Belgium,BEL,2002,78.2,3454.365
Belgium,BEL,2003,78.3,3828.356
Belgium,BEL,2004,79,4000.012
Belgium,BEL,2005,79.1,3992
Belgium,BEL,2006,79.5,4001.895
Belgium,BEL,2007,79.9,4093.628
Belgium,BEL,2008,79.8,4214.905
Belgium,BEL,2009,80.2,4420.183
Belgium,BEL,2010,80.3,4445.18
Belgium,BEL,2011,80.7,4484.146
Belgium,BEL,2012,80.5,4542.673
Belgium,BEL,2013,80.7,4575.546
Belgium,BEL,2014,81.4,4650.837
Belgium,BEL,2015,81.1,4832.936
Belgium,BEL,2016,81.5,4894.724
Belgium,BEL,2017,81.6,4942.588
Belgium,BEL,2018,81.7,5008.136
Belgium,BEL,2019,82.1,5065.355
Belgium,BEL,2020,80.8,5014.056
Belgium,BEL,2021,81.9,5278.667
Belgium,BEL,2022,81.8,5140.813
Belgium,BEL,2023,82.5,NA
Canada,CAN,1970,NA,1276.724
Canada,CAN,1971,NA,1400.049
Canada,CAN,1972,NA,1457.003
Canada,CAN,1973,NA,1498.025
Canada,CAN,1974,NA,1558.972
Canada,CAN,1975,NA,1668.821
Canada,CAN,1976,NA,1762.421
Canada,CAN,1977,NA,1768.745
Canada,CAN,1978,NA,1780.15
Canada,CAN,1979,NA,1811.386
Canada,CAN,1980,75.1,1871.698
Canada,CAN,1981,75.5,1949.143
Canada,CAN,1982,75.7,2044.781
Canada,CAN,1983,76.1,2100.609
Canada,CAN,1984,76.4,2150.27
Canada,CAN,1985,76.4,2218.601
Canada,CAN,1986,76.5,2287.969
Canada,CAN,1987,76.8,2352.255
Canada,CAN,1988,76.9,2438.811
Canada,CAN,1989,77.2,2524.274
Canada,CAN,1990,77.5,2600.181
Canada,CAN,1991,77.7,2669.839
Canada,CAN,1992,77.9,2730.909
Canada,CAN,1993,77.8,2711.016
Canada,CAN,1994,78,2698.325
Canada,CAN,1995,78.1,2672.911
Canada,CAN,1996,78.3,2636.032
Canada,CAN,1997,78.5,2709.355
Canada,CAN,1998,78.7,2823.744
Canada,CAN,1999,78.9,2874.957
Canada,CAN,2000,79.3,3007.374
Canada,CAN,2001,79.5,3152.321
Canada,CAN,2002,79.6,3263.497
Canada,CAN,2003,79.8,3391.754
Canada,CAN,2004,80.1,3541.11
Canada,CAN,2005,80.2,3643.874
Canada,CAN,2006,80.7,3850.126
Canada,CAN,2007,80.7,3987.845
Canada,CAN,2008,80.8,4128.725
Canada,CAN,2009,81.2,4281.376
Canada,CAN,2010,81.4,4431.313
Canada,CAN,2011,81.6,4433.299
Canada,CAN,2012,81.8,4510.725
Canada,CAN,2013,81.8,4517.606
Canada,CAN,2014,81.9,4531.371
Canada,CAN,2015,81.9,4646.018
Canada,CAN,2016,82,4762.49
Canada,CAN,2017,81.9,4855.691
Canada,CAN,2018,81.9,4931.373
Canada,CAN,2019,82.3,4993.325
Canada,CAN,2020,81.7,5493.937
Canada,CAN,2021,81.6,5759.107
Canada,CAN,2022,NA,5432.467
Canada,CAN,2023,NA,5306.825
Switzerland,CHE,1960,71.4,NA
Switzerland,CHE,1961,71.8,NA
Switzerland,CHE,1962,71.3,NA
Switzerland,CHE,1963,71.3,NA
Switzerland,CHE,1964,72.2,NA
Switzerland,CHE,1965,72.3,NA
Switzerland,CHE,1966,72.5,NA
Switzerland,CHE,1967,72.8,NA
Switzerland,CHE,1968,72.7,NA
Switzerland,CHE,1969,72.7,NA
Switzerland,CHE,1970,73.2,1726.936
Switzerland,CHE,1971,73.3,1906.255
Switzerland,CHE,1972,73.8,1978.823
Switzerland,CHE,1973,74.1,2037.071
Switzerland,CHE,1974,74.5,2134.416
Switzerland,CHE,1975,74.9,2266.888
Switzerland,CHE,1976,75,2337.908
Switzerland,CHE,1977,75.5,2379.832
Switzerland,CHE,1978,75.4,2464.558
Switzerland,CHE,1979,75.7,2497.588
Switzerland,CHE,1980,75.7,2569.975
Switzerland,CHE,1981,75.9,2622.243
Switzerland,CHE,1982,76.3,2664.427
Switzerland,CHE,1983,76.2,2790.601
Switzerland,CHE,1984,76.9,2789.463
Switzerland,CHE,1985,77,3078.976
Switzerland,CHE,1986,77.2,3242.402
Switzerland,CHE,1987,77.5,3374.449
Switzerland,CHE,1988,77.5,3507.47
Switzerland,CHE,1989,77.7,3650.721
Switzerland,CHE,1990,77.5,3700.114
Switzerland,CHE,1991,77.8,3907.844
Switzerland,CHE,1992,78.1,3965.16
Switzerland,CHE,1993,78.4,3960.514
Switzerland,CHE,1994,78.7,4087.913
Switzerland,CHE,1995,78.7,3979.623
Switzerland,CHE,1996,79.2,4117.326
Switzerland,CHE,1997,79.4,4167.08
Switzerland,CHE,1998,79.6,4323.112
Switzerland,CHE,1999,79.9,4431.358
Switzerland,CHE,2000,80,4543.22
Switzerland,CHE,2001,80.5,4772.085
Switzerland,CHE,2002,80.6,4944.48
Switzerland,CHE,2003,80.7,5035.696
Switzerland,CHE,2004,81.3,5172.536
Switzerland,CHE,2005,81.5,5191.86
Switzerland,CHE,2006,81.8,5151.271
Switzerland,CHE,2007,82,5256.996
Switzerland,CHE,2008,82.3,5375.368
Switzerland,CHE,2009,82.3,5561.898
Switzerland,CHE,2010,82.7,5603.734
Switzerland,CHE,2011,82.8,5720.011
Switzerland,CHE,2012,82.8,5894.9
Switzerland,CHE,2013,82.9,6097.769
Switzerland,CHE,2014,83.3,6186.431
Switzerland,CHE,2015,83,6389.893
Switzerland,CHE,2016,83.7,6548.214
Switzerland,CHE,2017,83.7,6609.72
Switzerland,CHE,2018,83.8,6596.542
Switzerland,CHE,2019,84,6762.735
Switzerland,CHE,2020,83.1,6880.528
Switzerland,CHE,2021,83.9,7255.205
Switzerland,CHE,2022,83.7,7213.734
Switzerland,CHE,2023,84.2,NA
Chile,CHL,1960,57.3,NA
Chile,CHL,1961,57.7,NA
Chile,CHL,1962,58.1,NA
Chile,CHL,1963,58.6,NA
Chile,CHL,1964,59,NA
Chile,CHL,1965,59.5,NA
Chile,CHL,1966,60,NA
Chile,CHL,1967,60.6,NA
Chile,CHL,1968,61.1,NA
Chile,CHL,1969,61.7,NA
Chile,CHL,1970,62.3,NA
Chile,CHL,1971,63,NA
Chile,CHL,1972,63.6,NA
Chile,CHL,1973,64.3,NA
Chile,CHL,1974,65,NA
Chile,CHL,1975,65.7,NA
Chile,CHL,1976,66.4,NA
Chile,CHL,1977,67.1,NA
Chile,CHL,1978,67.8,NA
Chile,CHL,1979,68.4,NA
Chile,CHL,1980,69.1,NA
Chile,CHL,1981,69.7,NA
Chile,CHL,1982,70,NA
Chile,CHL,1983,70.4,NA
Chile,CHL,1984,70.9,NA
Chile,CHL,1985,71.3,NA
Chile,CHL,1986,71.7,NA
Chile,CHL,1987,72.1,NA
Chile,CHL,1988,72.5,NA
Chile,CHL,1989,73,NA
Chile,CHL,1990,73.4,NA
Chile,CHL,1991,73.8,NA
Chile,CHL,1992,74.1,NA
Chile,CHL,1993,74.4,NA
Chile,CHL,1994,74.7,NA
Chile,CHL,1995,75,NA
Chile,CHL,1996,75.3,NA
Chile,CHL,1997,75.6,NA
Chile,CHL,1998,75.8,NA
Chile,CHL,1999,76.1,NA
Chile,CHL,2000,76.4,879.338
Chile,CHL,2001,76.6,903.477
Chile,CHL,2002,76.9,936.947
Chile,CHL,2003,77.1,986.973
Chile,CHL,2004,77.4,1047.952
Chile,CHL,2005,77.6,1079.674
Chile,CHL,2006,77.8,1125.019
Chile,CHL,2007,78.1,1202.663
Chile,CHL,2008,78.3,1227.674
Chile,CHL,2009,78.5,1430.035
Chile,CHL,2010,78.7,1357.868
Chile,CHL,2011,79,1419.095
Chile,CHL,2012,79.2,1507.854
Chile,CHL,2013,79.4,1628.081
Chile,CHL,2014,79.6,1716.233
Chile,CHL,2015,79.8,1833.552
Chile,CHL,2016,80,1907.811
Chile,CHL,2017,80.2,2070.402
Chile,CHL,2018,80.4,2124.19
Chile,CHL,2019,80.6,2132.098
Chile,CHL,2020,80.8,2092.416
Chile,CHL,2021,81,2408.529
Chile,CHL,2022,81.2,2529.774
Chile,CHL,2023,NA,2442.196
Colombia,COL,1960,55.2,NA
Colombia,COL,1961,55.6,NA
Colombia,COL,1962,56.1,NA
Colombia,COL,1963,56.5,NA
Colombia,COL,1964,56.9,NA
Colombia,COL,1965,57.3,NA
Colombia,COL,1966,57.8,NA
Colombia,COL,1967,58.2,NA
Colombia,COL,1968,58.7,NA
Colombia,COL,1969,59.1,NA
Colombia,COL,1970,59.5,NA
Colombia,COL,1971,59.9,NA
Colombia,COL,1972,60.3,NA
Colombia,COL,1973,60.7,NA
Colombia,COL,1974,61.1,NA
Colombia,COL,1975,61.5,NA
Colombia,COL,1976,62,NA
Colombia,COL,1977,62.5,NA
Colombia,COL,1978,63,NA
Colombia,COL,1979,63.5,NA
Colombia,COL,1980,64,NA
Colombia,COL,1981,64.5,NA
Colombia,COL,1982,65,NA
Colombia,COL,1983,65.5,NA
Colombia,COL,1984,65.9,NA
Colombia,COL,1985,66.4,NA
Colombia,COL,1986,66.6,NA
Colombia,COL,1987,66.8,NA
Colombia,COL,1988,66.9,NA
Colombia,COL,1989,67.1,NA
Colombia,COL,1990,67.2,NA
Colombia,COL,1991,67.4,NA
Colombia,COL,1992,67.5,NA
Colombia,COL,1993,67.6,NA
Colombia,COL,1994,68.1,NA
Colombia,COL,1995,68.6,NA
Colombia,COL,1996,69.1,NA
Colombia,COL,1997,69.6,NA
Colombia,COL,1998,70.1,NA
Colombia,COL,1999,70.5,NA
Colombia,COL,2000,71,501.787
Colombia,COL,2001,71.4,521.588
Colombia,COL,2002,71.8,501.896
Colombia,COL,2003,72.2,524.223
Colombia,COL,2004,72.6,559.417
Colombia,COL,2005,73,614.515
Colombia,COL,2006,73.3,678.059
Colombia,COL,2007,73.5,733.636
Colombia,COL,2008,73.8,812.603
Colombia,COL,2009,74,865.993
Colombia,COL,2010,74.3,877.426
Colombia,COL,2011,74.5,899.765
Colombia,COL,2012,74.7,920.89
Colombia,COL,2013,75,993.011
Colombia,COL,2014,75.2,1043.188
Colombia,COL,2015,75.4,1077.247
Colombia,COL,2016,75.7,1075.454
Colombia,COL,2017,75.9,1112.568
Colombia,COL,2018,76.5,1127.145
Colombia,COL,2019,76.6,1158.832
Colombia,COL,2020,76.7,1170.196
Colombia,COL,2021,76.8,1338.77
Colombia,COL,2022,76.9,1215.334
Colombia,COL,2023,NA,1229.165
Costa Rica,CRI,1960,60.4,NA
Costa Rica,CRI,1961,61,NA
Costa Rica,CRI,1962,61.6,NA
Costa Rica,CRI,1963,62.2,NA
Costa Rica,CRI,1964,62.8,NA
Costa Rica,CRI,1965,63.3,NA
Costa Rica,CRI,1966,63.9,NA
Costa Rica,CRI,1967,64.4,NA
Costa Rica,CRI,1968,64.8,NA
Costa Rica,CRI,1969,65.3,NA
Costa Rica,CRI,1970,65.8,NA
Costa Rica,CRI,1971,66.4,NA
Costa Rica,CRI,1972,66.9,NA
Costa Rica,CRI,1973,67.5,NA
Costa Rica,CRI,1974,68.2,NA
Costa Rica,CRI,1975,68.8,NA
Costa Rica,CRI,1976,69.5,NA
Costa Rica,CRI,1977,70.2,NA
Costa Rica,CRI,1978,70.9,NA
Costa Rica,CRI,1979,71.5,NA
Costa Rica,CRI,1980,72.1,NA
Costa Rica,CRI,1981,72.7,NA
Costa Rica,CRI,1982,73.2,NA
Costa Rica,CRI,1983,73.7,NA
Costa Rica,CRI,1984,74.1,NA
Costa Rica,CRI,1985,74.4,NA
Costa Rica,CRI,1986,74.7,NA
Costa Rica,CRI,1987,75,NA
Costa Rica,CRI,1988,75.2,NA
Costa Rica,CRI,1989,75.5,NA
Costa Rica,CRI,1990,75.7,NA
Costa Rica,CRI,1991,75.8,NA
Costa Rica,CRI,1992,76,NA
Costa Rica,CRI,1993,76.2,NA
Costa Rica,CRI,1994,76.4,NA
Costa Rica,CRI,1995,76.6,NA
Costa Rica,CRI,1996,76.8,NA
Costa Rica,CRI,1997,76.9,NA
Costa Rica,CRI,1998,77.1,NA
Costa Rica,CRI,1999,77.3,NA
Costa Rica,CRI,2000,77.8,807.644
Costa Rica,CRI,2001,78.1,803.801
Costa Rica,CRI,2002,78.3,854.214
Costa Rica,CRI,2003,78.5,880.03
Costa Rica,CRI,2004,78.6,854.352
Costa Rica,CRI,2005,78.8,866.213
Costa Rica,CRI,2006,79,945.004
Costa Rica,CRI,2007,79.1,1005.228
Costa Rica,CRI,2008,79.3,1090.42
Costa Rica,CRI,2009,79.4,1174.574
Costa Rica,CRI,2010,79.1,1249.23
Costa Rica,CRI,2011,79.1,1291.024
Costa Rica,CRI,2012,79.4,1292.124
Costa Rica,CRI,2013,79.6,1295.67
Costa Rica,CRI,2014,79.7,1333.9
Costa Rica,CRI,2015,79.9,1382.59
Costa Rica,CRI,2016,80,1381.179
Costa Rica,CRI,2017,80.2,1366.064
Costa Rica,CRI,2018,80.3,1426.988
Costa Rica,CRI,2019,80.5,1435.406
Costa Rica,CRI,2020,80.6,1473.31
Costa Rica,CRI,2021,80.8,1505.655
Costa Rica,CRI,2022,80.9,1461.068
Czech Republic,CZE,1960,70.7,NA
Czech Republic,CZE,1961,70.7,NA
Czech Republic,CZE,1962,70,NA
Czech Republic,CZE,1963,70.5,NA
Czech Republic,CZE,1964,70.7,NA
Czech Republic,CZE,1965,70.4,NA
Czech Republic,CZE,1966,70.6,NA
Czech Republic,CZE,1967,70.5,NA
Czech Republic,CZE,1968,70,NA
Czech Republic,CZE,1969,69.6,NA
Czech Republic,CZE,1970,69.6,NA
Czech Republic,CZE,1971,69.8,NA
Czech Republic,CZE,1972,70.3,NA
Czech Republic,CZE,1973,70.1,NA
Czech Republic,CZE,1974,70.2,NA
Czech Republic,CZE,1975,70.5,NA
Czech Republic,CZE,1976,70.7,NA
Czech Republic,CZE,1977,70.7,NA
Czech Republic,CZE,1978,70.8,NA
Czech Republic,CZE,1979,70.9,NA
Czech Republic,CZE,1980,70.4,NA
Czech Republic,CZE,1981,70.8,NA
Czech Republic,CZE,1982,70.9,NA
Czech Republic,CZE,1983,70.7,NA
Czech Republic,CZE,1984,70.9,NA
Czech Republic,CZE,1985,71.2,NA
Czech Republic,CZE,1986,71.1,NA
Czech Republic,CZE,1987,71.6,NA
Czech Republic,CZE,1988,71.8,NA
Czech Republic,CZE,1989,71.8,NA
Czech Republic,CZE,1990,71.5,875.929
Czech Republic,CZE,1991,72,758.422
Czech Republic,CZE,1992,72.4,778.929
Czech Republic,CZE,1993,72.9,1080.93
Czech Republic,CZE,1994,73.2,1165.916
Czech Republic,CZE,1995,73.3,1272.475
Czech Republic,CZE,1996,74,1324.138
Czech Republic,CZE,1997,74.1,1317.1
Czech Republic,CZE,1998,74.7,1334.181
Czech Republic,CZE,1999,74.9,1405.068
Czech Republic,CZE,2000,75.1,1419.059
Czech Republic,CZE,2001,75.3,1530.133
Czech Republic,CZE,2002,75.4,1659.945
Czech Republic,CZE,2003,75.3,1828.258
Czech Republic,CZE,2004,75.9,1868.544
Czech Republic,CZE,2005,76.1,1954.668
Czech Republic,CZE,2006,76.7,1988.406
Czech Republic,CZE,2007,77,2034.729
Czech Republic,CZE,2008,77.3,2136.472
Czech Republic,CZE,2009,77.4,2346.985
Czech Republic,CZE,2010,77.7,2463.986
Czech Republic,CZE,2011,78,2453.67
Czech Republic,CZE,2012,78.1,2438.375
Czech Republic,CZE,2013,78.3,2423.476
Czech Republic,CZE,2014,78.9,2545.265
Czech Republic,CZE,2015,78.7,2606.66
Czech Republic,CZE,2016,79.1,2709.591
Czech Republic,CZE,2017,79.1,2784.625
Czech Republic,CZE,2018,79.1,2884.265
Czech Republic,CZE,2019,79.3,3025.382
Czech Republic,CZE,2020,78.2,3477.779
Czech Republic,CZE,2021,77.2,3779.673
Czech Republic,CZE,2022,79,3365.282
Czech Republic,CZE,2023,80,3227.818
